Tag,Content
HelplessPleasure4,(Sie ist dir hilflos ausgesetzt und schüttelt|sich vor lauter Reizen und Gewimmer.)
ChasteMasturbate,"(Der Gürtel hält dich auf.) Ich sollte mir vielleicht selber|so einen zulegen, solange ich den Schlüssel habe."
ChasteMasturbateGagged,"(Sie kichert, als der Keuschheitsgürtel deine|vergeblichen Versuche der Stimulierung verhindert.)"
Crop,"(Sie jault vor Schmerz, als sie den|scharfen Aufprall der Gerte spürt.)"
TwoRopes,(Du nimmst ein weiteres Seil und|bindest ihre Beine wieder zusammen.)
Cuffs,(Mit den Handschellen befestigst du|ihre Hände hinter ihrem Rücken.)
CuffsKey,"(Du schließt die Handschellen auf und sie|entfernt schnell so viele Fesseln, wie sie nur kann.)"
BallGag,"(Sie fleht dich an, aber nachdem du ihr den Ball in den|Mund schnallst, ist nur noch ein Wimmern zu hören.)"
ClothGag,"(Sie fleht dich an, aber mit einem großen Stück|Stoff im Mund ist nur noch ein Wimmern zu hören.)"
TapeGag,"(Sie fleht dich an, aber ein Stück Klebeband|an ihren Lippen setzt dem ein Ende.)"
Blindfold,"(Sie schreit überrascht, als du|ihr die Augenbinde überziehst.)"
Armbinder,"(Du ringst ihre Arme nach hinten und in den|Monohandschuh, dann machst du ihn fest zu.)"
