LeatherLegCuffsPoseClosed,,,Chain Closed
LeatherAnkleCuffsPoseNone,,,Detached
LeatherAnkleCuffsPoseClosed,,,Chain Closed
LeatherLegCuffsRestrainNone,,,SourceCharacter detaches the chain from DestinationCharacter's leather leg cuffs.
LeatherLegCuffsRestrainClosed,,,SourceCharacter attaches the leather leg cuffs chain on DestinationCharacter's legs.
LeatherAnkleCuffsRestrainNone,,,SourceCharacter detaches the chain from DestinationCharacter's leather ankle cuffs.
LeatherAnkleCuffsRestrainClosed,,,SourceCharacter attaches the leather ankle cuffs chain on DestinationCharacter's ankles.
StraitJacketSelectTightness,,,How tight do you want to strap the jacket?
StraitJacketPoseLoose,,,Loose
StraitJacketPoseNormal,,,Normal
StraitJacketPoseSnug,,,Snug
StraitJacketPoseTight,,,Tight
StraitJacketRestrainNone,,,SourceCharacter loosens the straps on DestinationCharacter's straitjacket.
StraitJacketRestrainNormal,,,SourceCharacter adjusts the straps normally on DestinationCharacter's straitjacket.
StraitJacketRestrainSnug,,,SourceCharacter snugs the straps on DestinationCharacter's straitjacket.
StraitJacketRestrainTight,,,SourceCharacter tightens the straps on DestinationCharacter's straitjacket.
LeatherStraitJacketSelectTightness,,,How tight do you want to strap the jacket?
LeatherStraitJacketPoseLoose,,,Loose
LeatherStraitJacketPoseNormal,,,Normal
LeatherStraitJacketPoseSnug,,,Snug
LeatherStraitJacketPoseTight,,,Tight
LeatherStraitJacketRestrainNone,,,SourceCharacter loosens the straps on DestinationCharacter's leather straitjacket.
LeatherStraitJacketRestrainNormal,,,SourceCharacter adjusts the straps normally on DestinationCharacter's leather straitjacket.
LeatherStraitJacketRestrainSnug,,,SourceCharacter snugs the straps on DestinationCharacter's leather straitjacket.
LeatherStraitJacketRestrainTight,,,SourceCharacter tightens the straps on DestinationCharacter's leather straitjacket.
InflatableBodyBagSelectTightness,,,How much do you want to inflate the body bag?
InflatableBodyBagPoseLight,,,Light
InflatableBodyBagPoseInflated,,,Inflated
InflatableBodyBagPoseBloated,,,Bloated
InflatableBodyBagPoseMax,,,Max
InflatableBodyBagRestrainNone,,,SourceCharacter adjusts DestinationCharacter's inflatable body bag to be only lightly filled.
InflatableBodyBagRestrainInflated,,,SourceCharacter adjusts DestinationCharacter's inflatable body bag to be half filled.
InflatableBodyBagRestrainBloated,,,SourceCharacter adjusts DestinationCharacter's inflatable body bag to three quarters filled.
InflatableBodyBagRestrainMax,,,SourceCharacter adjusts DestinationCharacter's inflatable body bag to fill the maximum amount.
SturdyLeatherBeltsSelectTightness,,,How many leather belts do you want to apply?
SturdyLeatherBeltsPoseOne,,,One
SturdyLeatherBeltsPoseTwo,,,Two
SturdyLeatherBeltsPoseThree,,,Three
SturdyLeatherBeltsPoseFour,,,Four
SturdyLeatherBeltsRestrainNone,,,SourceCharacter restrains DestinationCharacter with only one sturdy leather belt.
SturdyLeatherBeltsRestrainTwo,,,SourceCharacter restrains DestinationCharacter with two sturdy leather belts.
SturdyLeatherBeltsRestrainThree,,,SourceCharacter restrains DestinationCharacter with three sturdy leather belts.
SturdyLeatherBeltsRestrainFour,,,SourceCharacter restrains DestinationCharacter with four sturdy leather belts.
BondageBenchStrapsSelectTightness,,,How many leather belts do you want to apply?
BondageBenchStrapsPoseLight,,,Light
BondageBenchStrapsPoseNormal,,,Normal
BondageBenchStrapsPoseHeavy,,,Heavy
BondageBenchStrapsPoseFull,,,Full
BondageBenchStrapsRestrainNone,,,SourceCharacter loosely restrains DestinationCharacter to the bondage bench with few leather belts.
BondageBenchStrapsRestrainNormal,,,SourceCharacter restrains DestinationCharacter to the bondage bench with a handful of leather belts.
BondageBenchStrapsRestrainHeavy,,,SourceCharacter strictly restrains DestinationCharacter to the bondage bench with a good amount of leather belts.
BondageBenchStrapsRestrainFull,,,SourceCharacter fully restrains DestinationCharacter to the bondage bench with a large amount of leather belts.
BondageBenchSelectType,,,How do you want to restrain them?
BondageBenchPoseStrapUp,,,Leather Belt Straps
BondageBenchRestrainNone,,,SourceCharacter removes the leather belts from DestinationCharacter's body.
BondageBenchRestrainStrapUp,,,SourceCharacter loosely restrains DestinationCharacter to the bondage bench with few leather belts.
DuctTapePoseHands,,,Hands
DuctTapePoseArms,,,Arms
DuctTapePoseBottom,,,Skirt
DuctTapePoseTop,,,Torso
DuctTapePoseFull,,,Mummy
DuctTapePoseComplete,,,Full Mummy
DuctTapeRestrainHands,,,SourceCharacter wraps duct tape around DestinationCharacter's hands.
DuctTapeRestrainBottom,,,SourceCharacter creates a duct tape skirt on DestinationCharacter and traps her hands in it.
DuctTapeRestrainTop,,,SourceCharacter creates a duct tape top on DestinationCharacter and traps her arms in it.
DuctTapeRestrainFull,,,SourceCharacter creates a duct tape mummy on DestinationCharacter and traps her arms in it.
DuctTapeRestrainComplete,,,SourceCharacter creates a completed duct tape mummy on DestinationCharacter and traps her entire upper body in it.
WristShacklesPoseInFront,,,In-front of body
WristShacklesPoseBehind,,,Behind back.
WristShacklesRestrainInFront,,,SourceCharacter shackles DestinationCharacter's wrist in-front of their body.
WristShacklesRestrainBehind,,,SourceCharacter shackles DestinationCharacter's wrist behind their back.
SelectGagType,,,Select the type of gag
ClothGagTypeSmall,,,Small
ClothGagTypeCleave,,,Cleave
ClothGagTypeOTM,,,OTM
ClothGagTypeOTN,,,OTN
ClothGagSetSmall,,,SourceCharacter ties the cloth into a small gag over DestinationCharacter's mouth.
ClothGagSetCleave,,,SourceCharacter ties the cloth into a cleave gag over DestinationCharacter's mouth.
ClothGagSetOTM,,,SourceCharacter stuffs DestinationCharacter's mouth with a piece of cloth and secures it with another piece.
ClothGagSetOTN,,,SourceCharacter stuffs DestinationCharacter's mouth with a piece of cloth and secures the gag over her mouth and nose.
DuctTapeMouthTypeSmall,,,Single strip
DuctTapeMouthTypeCrossed,,,Crossed strips
DuctTapeMouthTypeFull,,,Full face
DuctTapeMouthTypeDouble,,,Double layer
DuctTapeMouthTypeCover,,,OTN
DuctTapeMouthSetSmall,,,SourceCharacter puts a piece of duct tape on DestinationCharacter's mouth.
DuctTapeMouthSetCrossed,,,SourceCharacter crosses two pieces of duct tape on DestinationCharacter's mouth.
DuctTapeMouthSetFull,,,SourceCharacter fully tapes DestinationCharacter's mouth.
DuctTapeMouthSetDouble,,,SourceCharacter fully tapes DestinationCharacter's mouth with double layers.
DuctTapeMouthSetCover,,,SourceCharacter wraps many layers on DestinationCharacter's mouth.
PlugGagMouthTypePlug,,,Plugged
PlugGagMouthTypeOpen,,,Open
PlugGagMouthSetPlug,,,SourceCharacter plugs up DestinationCharacter's mouth.
PlugGagMouthSetOpen,,,SourceCharacter pulls out DestinationCharacter's plug from her gag.
SelectBlindType,,,Select the type of blindfold
DuctTapeHeadTypeDouble,,,Double
DuctTapeHeadTypeWrap,,,Wrap
DuctTapeHeadSetDouble,,,SourceCharacter takes a piece of duct tape for DestinationCharacter's and place on her face.
DuctTapeHeadSetWrap,,,SourceCharacter wraps some duct tape onto DestinationCharacter's face.
DuctTapeHeadTypeMummy,,,Mummy
DuctTapeHeadSetMummy,,,SourceCharacter wraps DestinationCharacter's head in tape with multiple layers. 
SelectTieStyle,,,Select the tie style
RopeStyleBasic,,,Basic Tie
RopeStyleCrotchRope,,,Crotch Rope Tie
RopeStyleDiamond,,,Diamond Harness
RopeStyleMermaid,,,Mermaid Tie
RopeHarnessSetBasic,,,SourceCharacter uses the rope on DestinationCharacter to do a basic harness.
RopeHarnessSetCrotchRope,,,SourceCharacter uses the rope on DestinationCharacter to do a crotch rope tie.
RopeHarnessSetDiamond,,,SourceCharacter uses the rope on DestinationCharacter to do a Diamond style harness.
LegRopeSetBasic,,,SourceCharacter uses the rope on DestinationCharacter to do a basic tie.
LegRopeSetMermaid,,,SourceCharacter uses the rope on DestinationCharacter to do a mermaid tie.
Intensity-1,,,Item intensity: Disabled
Intensity0,,,Item intensity: Low
Intensity1,,,Item intensity: Medium
Intensity2,,,Item intensity: High
Intensity3,,,Item intensity: Maximum
Increase,,,Increase
Decrease,,,Decrease
ShockCollarShowChat,,,Show chat message
ShockCollarSet0,,,SourceCharacter sets DestinationCharacter's shock collar to low intensity.
ShockCollarSet1,,,SourceCharacter sets DestinationCharacter's shock collar to moderate intensity.
ShockCollarSet2,,,SourceCharacter sets DestinationCharacter's shock collar to high intensity.
ShockCollarTrigger0,,,DestinationCharacter's collar gives her a light shock.
ShockCollarTrigger1,,,DestinationCharacter's collar lets out a sharp jolt!
ShockCollarTrigger2,,,DestinationCharacter's collar delivers an intense shock!
CollarShockUnitTrigger0,,,DestinationCharacter's collar gives her a light shock.
CollarShockUnitTrigger1,,,DestinationCharacter's collar lets out a sharp jolt!
CollarShockUnitTrigger2,,,DestinationCharacter's collar delivers an intense shock!
EggDecreaseTo-1,,,DestinationCharacter's vibrating egg stops vibrating.
EggDecreaseTo0,,,DestinationCharacter's vibrating egg slows down into a light tease.
EggDecreaseTo1,,,DestinationCharacter's vibrating egg returns to a moderate pace.
EggDecreaseTo2,,,DestinationCharacter's vibrating egg slows down a tiny bit.
EggIncreaseTo0,,,DestinationCharacter's vibrating egg starts teasing her lightly.
EggIncreaseTo1,,,DestinationCharacter's vibrating egg builds up to a moderate pace.
EggIncreaseTo2,,,DestinationCharacter's vibrating egg starts buzzing strongly!
EggIncreaseTo3,,,DestinationCharacter's vibrating egg jumps up to maximum intensity!
SybianDecreaseTo-1,,,DestinationCharacter's sybian stops vibrating.
SybianDecreaseTo0,,,DestinationCharacter's sybian slows down into a light tease.
SybianDecreaseTo1,,,DestinationCharacter's sybian returns to a moderate pace.
SybianDecreaseTo2,,,DestinationCharacter's sybian slows down a tiny bit.
SybianIncreaseTo0,,,DestinationCharacter's sybian starts teasing her lightly.
SybianIncreaseTo1,,,DestinationCharacter's sybian builds up to a moderate pace.
SybianIncreaseTo2,,,DestinationCharacter's sybian starts buzzing strongly!
SybianIncreaseTo3,,,DestinationCharacter's sybian jumps up to maximum intensity!
DildoDecreaseTo-1,,,DestinationCharacter's vibrating dildo stops vibrating.
DildoDecreaseTo0,,,DestinationCharacter's vibrating dildo slows down into a light tease.
DildoDecreaseTo1,,,DestinationCharacter's vibrating dildo returns to a moderate pace.
DildoDecreaseTo2,,,DestinationCharacter's vibrating dildo slows down a tiny bit.
DildoIncreaseTo0,,,DestinationCharacter's vibrating dildo starts teasing her lightly.
DildoIncreaseTo1,,,DestinationCharacter's vibrating dildo builds up to a moderate pace.
DildoIncreaseTo2,,,DestinationCharacter's vibrating dildo starts buzzing strongly!
DildoIncreaseTo3,,,DestinationCharacter's vibrating dildo jumps up to maximum intensity!
InflVibeDildo_VibeDecreaseTo-1,,,DestinationCharacter's inflatable vibrating dildo stops vibrating.
InflVibeDildo_VibeDecreaseTo0,,,DestinationCharacter's inflatable vibrating dildo slows down into a light tease.
InflVibeDildo_VibeDecreaseTo1,,,DestinationCharacter's inflatable vibrating dildo returns to a moderate pace.
InflVibeDildo_VibeDecreaseTo2,,,DestinationCharacter's inflatable vibrating dildo slows down a tiny bit.
InflVibeDildo_VibeIncreaseTo0,,,DestinationCharacter's inflatable vibrating dildo starts teasing her lightly.
InflVibeDildo_VibeIncreaseTo1,,,DestinationCharacter's inflatable vibrating dildo builds up to a moderate pace.
InflVibeDildo_VibeIncreaseTo2,,,DestinationCharacter's inflatable vibrating dildo starts buzzing strongly!
InflVibeDildo_VibeIncreaseTo3,,,DestinationCharacter's inflatable vibrating dildo jumps up to maximum intensity!
InflVibeDildo_PumpdeflatesTo0,,,SourceCharacter deflates DestinationCharacter's inflatable vibrating dildo till it's regular sized.
InflVibeDildo_PumpdeflatesTo1,,,SourceCharacter deflates DestinationCharacter's inflatable vibrating dildo till only slighty bulging.
InflVibeDildo_PumpdeflatesTo2,,,SourceCharacter deflates DestinationCharacter's inflatable vibrating dildo till it's moderately bulging.
InflVibeDildo_PumpdeflatesTo3,,,SourceCharacter deflates DestinationCharacter's inflatable vibrating dildo only a tiny bit.
InflVibeDildo_PumppumpsTo1,,,SourceCharacter inflates DestinationCharacter's inflatable vibrating dildo only slightly.
InflVibeDildo_PumppumpsTo2,,,SourceCharacter inflates DestinationCharacter's inflatable vibrating dildo till it's moderately bulging.
InflVibeDildo_PumppumpsTo3,,,SourceCharacter inflates DestinationCharacter's inflatable vibrating dildo till it's heavily bulging.
InflVibeDildo_PumppumpsTo4,,,SourceCharacter inflates DestinationCharacter's inflatable vibrating dildo to it's maximum size.
NippleDecreaseTo-1,,,DestinationCharacter's vibrating nipple clamps stop vibrating.
NippleDecreaseTo0,,,DestinationCharacter's vibrating nipple clamps slow down into a light tease.
NippleDecreaseTo1,,,DestinationCharacter's vibrating nipple clamps return to a moderate pace.
NippleDecreaseTo2,,,DestinationCharacter's vibrating nipple clamps slow down a tiny bit.
NippleIncreaseTo0,,,DestinationCharacter's vibrating nipple clamps start teasing her lightly.
NippleIncreaseTo1,,,DestinationCharacter's vibrating nipple clamps build up to a moderate pace.
NippleIncreaseTo2,,,DestinationCharacter's vibrating nipple clamps start buzzing strongly!
NippleIncreaseTo3,,,DestinationCharacter's vibrating nipple clamps jump up to maximum intensity!
NippleEggDecreaseTo-1,,,DestinationCharacter's vibrating eggs on her nipples stop vibrating.
NippleEggDecreaseTo0,,,DestinationCharacter's vibrating eggs on her nipples slow down into a light tease.
NippleEggDecreaseTo1,,,DestinationCharacter's vibrating eggs on her nipples return to a moderate pace.
NippleEggDecreaseTo2,,,DestinationCharacter's vibrating eggs on her nipples slow down a tiny bit.
NippleEggIncreaseTo0,,,DestinationCharacter's vibrating eggs on her nipples start teasing her lightly.
NippleEggIncreaseTo1,,,DestinationCharacter's vibrating eggs on her nipples build up to a moderate pace.
NippleEggIncreaseTo2,,,DestinationCharacter's vibrating eggs on her nipples start buzzing strongly!
NippleEggIncreaseTo3,,,DestinationCharacter's vibrating eggs on her nipples jump up to maximum intensity!
NipSucloosensTo0,,,SourceCharacter loosens DestinationCharacter's nipple suction cups until they hang loosely.
NipSucloosensTo1,,,SourceCharacter loosens DestinationCharacter's nipple suction cups to a light amount of suction.
NipSucloosensTo2,,,SourceCharacter loosens DestinationCharacter's nipple suction cups to a moderate amount of suction.
NipSucloosensTo3,,,SourceCharacter loosens DestinationCharacter's nipple suction cups a bit to a heavy amount of suction.
NipSuctightensTo1,,,SourceCharacter tweaks DestinationCharacter's nipple suction cups sucking in her nipples lightly.
NipSuctightensTo2,,,SourceCharacter tweaks DestinationCharacter's nipple suction cups sucking in her nipples firmly.
NipSuctightensTo3,,,SourceCharacter tweaks DestinationCharacter's nipple suction cups sucking in her nipples heavily.
NipSuctightensTo4,,,SourceCharacter tweaks DestinationCharacter's nipple suction cups sucking in her nipples entirely.
ClitSucloosensTo0,,,SourceCharacter loosens DestinationCharacter's clit suction cup until it hangs loosely.
ClitSucloosensTo1,,,SourceCharacter loosens DestinationCharacter's clit suction cup to a light amount of suction.
ClitSucloosensTo2,,,SourceCharacter loosens DestinationCharacter's clit suction cup to a moderate amount of suction.
ClitSucloosensTo3,,,SourceCharacter loosens DestinationCharacter's clit suction cup a bit to a heavy amount of suction.
ClitSuctightensTo1,,,SourceCharacter tweaks DestinationCharacter's clit suction cup sucking in her clit lightly.
ClitSuctightensTo2,,,SourceCharacter tweaks DestinationCharacter's clit suction cup sucking in her clit firmly.
ClitSuctightensTo3,,,SourceCharacter tweaks DestinationCharacter's clit suction cup sucking in her clit heavily.
ClitSuctightensTo4,,,SourceCharacter tweaks DestinationCharacter's clit suction cup sucking in her clit entirely.
PantiesDecreaseTo-1,,,DestinationCharacter's vibrating latex panties stops vibrating.
PantiesDecreaseTo0,,,DestinationCharacter's vibrating latex panties slows down into a light tease.
PantiesDecreaseTo1,,,DestinationCharacter's vibrating latex panties returns to a moderate pace.
PantiesDecreaseTo2,,,DestinationCharacter's vibrating latex panties slows down a tiny bit.
PantiesIncreaseTo0,,,DestinationCharacter's vibrating latex panties starts teasing her lightly.
PantiesIncreaseTo1,,,DestinationCharacter's vibrating latex panties builds up to a moderate pace.
PantiesIncreaseTo2,,,DestinationCharacter's vibrating latex panties starts buzzing strongly!
PantiesIncreaseTo3,,,DestinationCharacter's vibrating latex panties jumps up to maximum intensity!
BeltDecreaseTo-1,,,DestinationCharacter's vibrating wand stops vibrating.
BeltDecreaseTo0,,,DestinationCharacter's vibrating wand slows down into a light tease.
BeltDecreaseTo1,,,DestinationCharacter's vibrating wand returns to a moderate pace.
BeltDecreaseTo2,,,DestinationCharacter's vibrating wand slows down a tiny bit.
BeltIncreaseTo0,,,DestinationCharacter's vibrating wand starts teasing her lightly.
BeltIncreaseTo1,,,DestinationCharacter's vibrating wand builds up to a moderate pace.
BeltIncreaseTo2,,,DestinationCharacter's vibrating wand starts buzzing strongly!
BeltIncreaseTo3,,,DestinationCharacter's vibrating wand jumps up to maximum intensity!
BPumpsdeflatesTo0,,,SourceCharacter deflates DestinationCharacter's butt pump till it's empty.
BPumpsdeflatesTo1,,,SourceCharacter deflates DestinationCharacter's butt pump till only slighty filled.
BPumpsdeflatesTo2,,,SourceCharacter deflates DestinationCharacter's butt pump till it's half full.
BPumpsdeflatesTo3,,,SourceCharacter deflates DestinationCharacter's butt pump only a tiny bit.
BPumpspumpsTo1,,,SourceCharacter inflates DestinationCharacter's butt pump only slightly.
BPumpspumpsTo2,,,SourceCharacter inflates DestinationCharacter's butt pump till half full.
BPumpspumpsTo3,,,SourceCharacter inflates DestinationCharacter's butt pump three quarters filled.
BPumpspumpsTo4,,,SourceCharacter inflates DestinationCharacter's butt pump to the maximum amount.
ButtplugDecreaseTo-1,,,DestinationCharacter's vibrating buttplug stops vibrating.
ButtplugDecreaseTo0,,,DestinationCharacter's vibrating buttplug slows down into a light tease.
ButtplugDecreaseTo1,,,DestinationCharacter's vibrating buttplug returns to a moderate pace.
ButtplugDecreaseTo2,,,DestinationCharacter's vibrating buttplug slows down a tiny bit.
ButtplugIncreaseTo0,,,DestinationCharacter's vibrating buttplug starts teasing her lightly.
ButtplugIncreaseTo1,,,DestinationCharacter's vibrating buttplug builds up to a moderate pace.
ButtplugIncreaseTo2,,,DestinationCharacter's vibrating buttplug starts buzzing strongly!
ButtplugIncreaseTo3,,,DestinationCharacter's vibrating buttplug jumps up to maximum intensity!
InflVibeButtPlug_VibeDecreaseTo-1,,,DestinationCharacter's inflatable vibrating butt plug stops vibrating.
InflVibeButtPlug_VibeDecreaseTo0,,,DestinationCharacter's inflatable vibrating butt plug slows down into a light tease.
InflVibeButtPlug_VibeDecreaseTo1,,,DestinationCharacter's inflatable vibrating butt plug returns to a moderate pace.
InflVibeButtPlug_VibeDecreaseTo2,,,DestinationCharacter's inflatable vibrating butt plug slows down a tiny bit.
InflVibeButtPlug_VibeIncreaseTo0,,,DestinationCharacter's inflatable vibrating butt plug starts teasing her lightly.
InflVibeButtPlug_VibeIncreaseTo1,,,DestinationCharacter's inflatable vibrating butt plug builds up to a moderate pace.
InflVibeButtPlug_VibeIncreaseTo2,,,DestinationCharacter's inflatable vibrating butt plug starts buzzing strongly!
InflVibeButtPlug_VibeIncreaseTo3,,,DestinationCharacter's inflatable vibrating butt plug jumps up to maximum intensity!
InflVibeButtPlug_PumpdeflatesTo0,,,SourceCharacter deflates DestinationCharacter's inflatable vibrating butt plug till it's empty.
InflVibeButtPlug_PumpdeflatesTo1,,,SourceCharacter deflates DestinationCharacter's inflatable vibrating butt plug till only slightly filled.
InflVibeButtPlug_PumpdeflatesTo2,,,SourceCharacter deflates DestinationCharacter's inflatable vibrating butt plug till it's half full.
InflVibeButtPlug_PumpdeflatesTo3,,,SourceCharacter deflates DestinationCharacter's inflatable vibrating butt plug only a tiny bit.
InflVibeButtPlug_PumppumpsTo1,,,SourceCharacter inflates DestinationCharacter's inflatable vibrating butt plug only slightly.
InflVibeButtPlug_PumppumpsTo2,,,SourceCharacter inflates DestinationCharacter's inflatable vibrating butt plug till it's half full.
InflVibeButtPlug_PumppumpsTo3,,,SourceCharacter inflates DestinationCharacter's inflatable vibrating butt plug till three quarters filled.
InflVibeButtPlug_PumppumpsTo4,,,SourceCharacter inflates DestinationCharacter's inflatable vibrating butt plug to it's maximum amount.
PumpGagdeflatesTo0,,,SourceCharacter deflates DestinationCharacter's gag fully till it's empty.
PumpGagdeflatesTo1,,,SourceCharacter deflates DestinationCharacter's gag till only slighty filled.
PumpGagdeflatesTo2,,,SourceCharacter deflates DestinationCharacter's gag till it's half full.
PumpGagdeflatesTo3,,,SourceCharacter deflates DestinationCharacter's gag only a tiny bit.
PumpGagpumpsTo1,,,SourceCharacter inflates DestinationCharacter's gag only slightly.
PumpGagpumpsTo2,,,SourceCharacter inflates DestinationCharacter's gag till half full.
PumpGagpumpsTo3,,,SourceCharacter inflates DestinationCharacter's gag three quarters filled.
PumpGagpumpsTo4,,,SourceCharacter inflates DestinationCharacter's gag to the maximum amount.
Empty,,,Empty
Light,,,Light
Inflated,,,Inflated
Bloated,,,Bloated
Loose,,,Loose
LightSuction,,,Light
MediumSuction,,,Medium
