Tag,Content
FingerVibrator,"(Cassi keeps teasing your clitoris and plays with the|egg in your vagina, pushing it against your G spot.)"
ChangeToLickUp,(Cassi's changes her teasing to|long steady licks up your clitoris.)
ChangeToCircular,(Cassi's changes her teasing to licking|in circles around your clitoris.)
ChangeToABC,(Cassi's changes her teasing to licking patterns|over you clitoris that feels like alphabet letters.)
ChangeToElectricslide,"(Cassi's changes her teasing to|licking side to side, across you clitoris.)"
ChangeToSuck,(Cassi's changes her teasing to|gently sucking on your clitoris.)
ChangeToCircularFlick,(Cassi's changes her teasing to licking around your|clitoris and regularly flicking it with her tongue.)
ChangeToHardLick,(Cassi's changes her teasing to|broad hard licks up your clitoris.)
ChangeToNibble,(Cassi's changes her teasing to gently|nibbling on your clitoris with her teeth.)
CassiAnkleGrab,"(Without missing a beat with her tongue, Cassi|grabs your ankles and pulls them away from her.)"
SuspendedOrgasm,"(Bound, suspended and gagging on underwear,|you get a wonderful orgasm in front of the club.)"
CassiHadEnough,(Your orgasm subsides and Cassi stops to look up.)|I think that's enough pleasure for you.
CassiAsks,(Your orgasm subsides and Cassi stops to look up.)|Had enough yet?
CassiLeavingGift,"You are a gluten for punishment!  (She slips a vibrating|egg into your vagina and leaves.)  Enjoy, see ya."
NotBelted,Sorry I just though it might be fun.|(She releases you and finds you clean panties.)
EggNBelted,"This should do nicely.  (She slips an egg into your|vagina and checks your plug, then locks the belt on.)"
PlugNBelted,"This should do nicely.  (She checks the egg in your|vagina and plugs your ass, then locks the belt on.)"
JustBelted,"You're already full up?  (She checks the in egg your|vagina and the butt plug, then locks the belt on.)"
ArgueEggNBelted,"Stop arguing.  (She slips an egg into your|vagina and checks your plug, then locks the belt on.)"
ArguePlugNBelted,"Stop arguing.  (She checks the egg in your|vagina and plugs your ass, then locks the belt on.)"
ArgueJustBelted,"Stop arguing.  (She checks the in egg your|vagina and the butt plug, then locks the belt on.)"
RevealLucy,"(She whispers in your ear.)  Don't worry, I really am|Lucy.  If I was Heather you would be in trouble now."
RevealHeather,"(She whispers in your ear.)|By the way, Lucy is still bound and gagged."
ChasteKnot,"Reaching up behind you pulls on the crotch rope.  The|chastity belt spares you, but you can't reach very high."
ChasteStruggle,Your chastity belt spares your pussy the full bite|of the crotch rope as kicking yanks it tighter.
ChasteTug,"You feel the chastity belt push up against your pussy.|It is sort of nice, but hardly stimulating."
AlreadyRolled,"Fine, if that's what you want we can carry on playing."
Sensetive2,"My my, I can't image why you endure this pain."
Sensetive3,You know our safe word.  Just say it if|you want me to remove the clamps.
Sensetive4,"You poor thing, I doubt you could last much longer.|Will you submit and let me remove those stupid clamps?"
Masochist2,Are you actually enjoying this torture?|(She increases the pressure on the clamps.)
Masochist3,You are a kinky girl.  This would be a cruel punishment|to anyone else.  (She pulls hard on the clamps)
Masochist4,Submit to my will if you desire intense pain.
Defiant2,"You are being so brave. Why I cannot guess.|(She gives short, sharp tugs on the chain.)"
Defiant3,I would stop so quickly if you would just submit.|(She uses the chain to shake your breasts.)
Defiant4,This is getting boring now.
NewMistress,"Mistress?  I like the sound of that.  Don't go anywhere|for a moment.  (She rushes off, leaving you there.)"
ReadyForNewMistress,Mistress?  I like the sound of that.|I can see that collar and I have just the thing for it.
RemoveClamps,(She removes the clamps and starts untying you.)
CannotPlug,"Damn, that chastity belt is in the way.|Plugging you will have to wait.  (She releases you.)"
AcceptGifts,You must learn to accept gifts from your new mistress.|(She starts pushing the butt plug into your ass.)
Collar,
Crop,
Rope,
Cuffs,
BallGag,
TapeGag,
ClothGag,
VibratingEgg,
Blindfold,
