Tag,Content
CassiDespirate,"(Cassi zappelt immer heftiger. Sie versucht|verzweifelt, dich mit ihrer Zunge zu befriedigen.)"
CassiColapse,(Cassi befreit sich schließlich aus deinem|erstickenden Halt und fällt keuchend zu Boden.)
CassiFinger,"(Während sie deine Klitoris reizt, steckt Cassi einen|Finger in deine Vagina und bewegt ihn vor und zurück.)"
GruntHelplessSock,"(Cassi leckt stetig weiter,|während du dich windest und an der Socke würgst.)"
FingerInOut,(Cassi leckt weiterhin deine Klitoris und bewegt|langsam ihren Finger in deiner Vagina vor und zurück.)
FingerPressUp,"(Cassi leckt weiterhin deine Klitoris, findet mit ihrem|Finger deinen G-Punkt und drückt konstant dagegen.)"
FingerComeHither,"(Cassi leckt weiterhin deine Klitoris und fängt an,|mit ihrem Finger deinen G-Punkt zu streicheln.)"
FingerVibrator,"(Cassi leckt weiterhin deine Klitoris, spielt mit dem Ei|in deiner Vagina und drückt es an deinen G-Punkt.)"
ChangeToLickUp,(Cassi ändert ihre Taktik und leckt jetzt|stetig und lang an deiner Klitoris hoch.)
ChangeToCircular,(Cassi ändert ihre Taktik und leckt jetzt|kreisförmig um deine Klitoris herum.)
ChangeToABC,"(Cassi ändert ihre Taktik und leckt jetzt|in Mustern, die sich wie Buchstaben anfühlen.)"
ChangeToElectricslide,(Cassi ändert ihre Taktik und leckt|jetzt quer über deine Klitoris.)
ChangeToSuck,(Cassi ändert ihre Taktik und|saugt nun sanft an deiner Klitoris.)
ChangeToCircularFlick,(Cassi ändert ihre Taktik. Sie leckt jetzt kreisförmig um|deine Klitoris und schnipst mit der Zunge dagegen.)
ChangeToHardLick,(Cassi ändert ihre Taktik und leckt deine Klitoris|nun energisch mit der vollen Breite ihrer Zunge.)
ChangeToNibble,(Cassi ändert ihre Taktik und knabbert|nun sanft mit den Zähnen an deiner Klitoris.)
CassiAnkleGrab,"(Ohne mit der Zunge aus dem Takt zu kommen,|packt Cassi deine Beine und hält sie von sich weg.)"
SuspendedOrgasm,(Von der Decke hängend und mit Unterwäsche im Mund|erlangst du mitten im Club einen tollen Orgasmus.)
CassiHadEnough,"(Dein Orgasmus klingt ab und Cassi schaut zu|dir hoch.) Ich glaube, das sollte dir erstmal reichen."
CassiAsks,(Dein Orgasmus klingt ab und Cassi|schaut zu dir hoch.) Hast du schon genug?
CassiLeavingGift,"Du kannst ja gar nicht genug kriegen! (Sie steckt dir ein|Vibrator-Ei in die Vagina und geht.) Viel Spaß, Tschau."
NotBelted,"Tut mir leid, ich dachte, das könnte lustig sein.|(Sie befreit dich und holt dir frische Unterwäsche.)"
EggNBelted,"Das sollte gut sein. (Sie steckt dir ein Ei in die Vagina,|überprüft den Stöpsel und schließt den Gürtel herum.)"
PlugNBelted,"Das sollte gut sein. (Sie überprüft das Ei in deiner|Vagina, stöpselt deinen Po und schließt den Gürtel um.)"
JustBelted,Du bist ja schon prall gefüllt? (Sie prüft das Ei in deiner|Vagina und den Analstöpsel und schließt den Gürtel.)
ArgueEggNBelted,"Nicht meckern. (Sie steckt dir ein Ei in die Vagina,|überprüft den Stöpsel und schließt den Gürtel herum.)"
ArguePlugNBelted,"Nicht meckern. (Sie überprüft das Ei in deiner Vagina,|stöpselt deinen Po und schließt den Gürtel herum.)"
ArgueJustBelted,"Nicht meckern. (Sie überprüft das Ei in deiner Vagina|und den Analstöpsel, dann schließt sie den Gürtel um.)"
RevealLucy,"(Sie flüstert dir ins Ohr.) Keine Angst, ich bin wirklich|Lucy. Wäre ich Heather, hättest du jetzt richtig Ärger."
RevealHeather,"(Sie flüstert dir ins Ohr.)|Übrigens, Lucy ist immer noch gefesselt und geknebelt."
ChasteKnot,"(Das Umhertasten zieht am Schrittseil. Der Keusch-|heitsgürtel schützt dich, aber du kommst nicht weit.)"
ChasteStruggle,"(Dein Keuschheitsgürtel schützt dich vor der Wucht|des Schrittseils, das beim Strampeln angespannt wird.)"
ChasteTug,"Der Keuschheitsgürtel drückt gegen deine Muschi.|Das Gefühl ist ganz nett, aber kaum anregend."
AlreadyRolled,"Gut, wenn das so ist, können wir ja weiterspielen."
Sensetive2,"Meine Güte, ich verstehe einfach nicht,|warum du diese Qualen über dich ergehen lässt."
Sensetive3,"Du kennst unser Safeword. Sag es einfach,|wenn ich die Klammern abnehmen soll."
Sensetive4,"Du Arme hältst sicher nicht mehr viel aus. Unterwirfst|du dich mir, damit ich die bösen Klammern abnehme?"
Masochist2,Stehst du etwa auf diese Folter?|(Sie erhöht den Druck an den Klammern.)
Masochist3,Du versautes Mädchen. Für alle anderen wäre das eine|grausame Strafe. (Sie zieht heftig an den Klammern.)
Masochist4,"Unterwirf dich mir, wenn du dich|nach unvorstellbaren Schmerzen sehnst."
Defiant2,"Du bist ja so tapfer. Ich habe keine Ahnung, warum.|(Sie ruckelt schnell und fest an der Kette.)"
Defiant3,"Es wäre sofort vorbei, wenn du dich einfach unterwirfst.|(Sie bringt mit der Kette deine Brüste zum wackeln.)"
Defiant4,Das wird langsam langweilig.
NewMistress,Herrin? Die Idee gefällt mir. Rühr dich mal kurz|nicht vom Fleck. (Sie eilt davon und lässt dich allein.)
ReadyForNewMistress,Herrin? Die Idee gefällt mir. Ich kann dein Halsband|sehen und habe genau das Richtige dafür.
RemoveClamps,"(Sie nimmt die Klammern ab|und fängt an, dich loszubinden.)"
CannotPlug,"Mist, dieser Gürtel ist im Weg. Das mit dem|Analstöpsel muss wohl warten. (Sie befreit dich.)"
AcceptGifts,"Nimm dieses Geschenk deiner neuen Herrin an. (Sie|fängt an, dir den Analstöpsel in den Po zu drücken.)"
Collar,
Crop,
Rope,
Cuffs,
BallGag,
TapeGag,
ClothGag,
VibratingEgg,
Blindfold,
