Tag,Content
ReadyForOrgasm,"(Sie bebt außer Kontrolle und stöhnt laut, sie|steht kurz vor einem enormen Orgasmus.)"
MasturbateNotInTheMood,"(Du fängst an, sie zu befummeln, aber sie ist|offensichtlich nicht in der richtigen Stimmung.)"
ChangeAfterCollaring,"Du darfst nichts Sexuelles tun, ohne mich zu fragen.|(Sie zieht sich um.) Steh auf, lass uns Spaß haben."
SpankWithStrength,"(Mit voller Kraft gibst du ihr einen heftigen|Schlag auf den Hintern und sie wimmert.)"
ReleaseBeforeTalk,Kannst du mich vorher befreien?
UnlockBeltBeforeSex,Kannst du mir vorher den Gürtel abnehmen?
CantDateWhileRestrained,"Die Fesseln machen dich an, oder?"
CantDateWhileNaked,"Die nackte Haut macht dich an, oder?"
StripForSecondRope,"(Du könntest dieses zweite Seil benutzen,|wenn sie weniger anhätte.)"
NoTickling,"(Du versuchst sie zu kitzeln,|aber sie wehrt dich schnell ab.)"
AlreadyLoved,"Nein. Manchmal wünsche ich mir, jemanden|in meinem Leben zu haben, so wie du."
AlreadyBrokeUp,Darüber will ich mit dir nicht reden.
AlreadyWentOut,"Nochmal? Morgen vielleicht.|Ich bin hundemüde, Schatz."
RockShowAlreadyStarted,"Es gibt da ein Rockkonzert, es hat schon angefangen.|Sollten wir gleich hin, Schatz?"
SpankInShorts,(Sie zieht sich an.) Keine Dessous mehr! Bück dich.|(Sie setzt sich aufs Bett und deutet auf ihren Schoß.)
ForcePigCostume,"(Du ziehst ihr das Schweinekostüm an,|während sie sich vergeblich dagegen wehrt.)"
ForcePigCostumePicture,"(Du ziehst ihr das Schweinekostüm an und machst|ein Foto, während sie sich vergeblich dagegen wehrt.)"
StillGroundedGagged,OMM! OORNMN! MAOONGN!|(Sie grummelt und starrt dich an.)
