Tag,Content
ClothGag,"(Sie macht den Mund weit auf, damit du das Tuch|einfach hineinstecken und festbinden kannst.)"
CuffsKey,"(Sie wehrt sich aus Spaß, aber du bekommst ihre|Handschellen zu fassen und schließt sie auf.)"
VibratingEgg,"(Sie sieht das Ei und nickt zustimmend. Sie bringt|sich in Position, damit du es hineinstecken kannst.)"
ChastityBelt,"(Sie schüttelt den Kopf und versucht sich zu wehren,|aber du schließt den Gürtel zu, während sie schmollt.)"
Collar,"(Du brauchst +20 Dominanz und eine vollständige|Einwilligungsrede, um ihr ein Halsband anzulegen.)"
CollarToEnslave,"(Du brauchst ein Halsband,|um jemanden zu versklaven.)"
AcceptCollar,"Ja, Miss. Ich möchte Ihre Sklavin sein.|Ich werde stolz Ihr Halsband tragen."
CannotActWhileRestrained,(Sie kichert und zerrt verspielt an ihren Fesseln.)
CannotBeDoneWhileRestrained,"(Das kannst du nicht tun, solange du gefesselt bist.)"
NakedForBelt,"(Sarah muss nackt sein, bevor du ihr|einen Keuschheitsgürtel anlegen kannst.)"
SarahPleasureMastubate,"(Sarah befriedigt dich mit dem Mund, während sie|masturbiert, wodurch ihr beide erschaudert.)"
OrgasmFromSarahPleasure,(Sarah steckt ihre Zunge verspielt in dich hinein.|Du zitterst und stöhnst in einem enormen Orgasmus.)
OrgasmFromSarahPleasureMastubate,"(Sarah stößt ihre Zunge schnell hinein, während sie|sich befriedigt, und ihr erreicht beide den Höhepunkt.)"
PleasureFromSarahNoProgress,"(Sarah versucht dich mit dem Mund zu befriedigen,|aber ihr Rhythmus bringt dich nicht voran.)"
KissSarahGagged,(Du küsst ihren Knebel und sie kichert.)
KissSarahSeduction,"(Du küsst sie langsam und leidenschaftlich,|während sie die Augen schließt und lüstern stöhnt.)"
StartMasturbateSarah,"(Du gehst nah an Sarah heran, packst sie|am Schritt und fängst an, sie zu befriedigen.)"
ReadyForOrgasm,(Sie zittert außer Kontrolle und schreit. Sie scheint|auf der Schwelle eines enormen Orgasmus zu sein.)
MasturbateNotInTheMood,"(Du fängst an, sie zu befummeln, aber sie ist|offensichtlich nicht in der richtigen Stimmung.)"
SpankWithStrength,(Mit ganzer Kraft gibst du ihr einen starken Klaps|auf den Hintern und sie stöhnt erregt.)
ReleaseBeforeTalk,Kannst du mir vorher helfen?
UnlockBeltBeforeSex,Kannst du vorher diesen bösen Gürtel aufschließen?
StripForSecondRope,"(Du könntest dieses zweite Seil benutzen,|wenn sie weniger anhätte.)"
AlreadyLoved,"Nein. Ich bin ein freies Mädchen.|Irgendwann finde ich meine Liebe, so wie du."
AlreadyLovedByAmanda,"(Sie nickt.) Ich weiß, dass du mit Amanda zusammen|bist. Vielleicht finde ich eines Tages jemanden wie sie."
AlreadyDatingAmanda,"Das solltest du wissen. Ich bin mit Amanda zusammen.|Auch bekannt als ""die süßeste Freundin in Fesseln""."
AlreadyBrokeUp,Das haben wir schon versucht und es wurde|nichts draus. Reden wir über was anderes.
NoRestrainInCostume,"(Sie muss ihr Kostüm ausziehen,|um das benutzen zu können.)"
AlreadyOwned,"Das ist wirklich lieb von dir, meine Kleine.|Aber spar dir die Komplimente für dein Frauchen."
ReleaseBeforeBondageClub,"Ja! Zeit, in die Stadt zu gehen.|Kannst du mich bitte befreien?"
ReleasePlayerForBondageClub,"Ja! (Sie lässt dich schnell frei.)|Bist du bereit, zu gehen?"
ReadyForBondageClub,"Ja! Bist du bereit, zu gehen?"
AmandaPreventDatingSarah,(Amanda mischt sich ins Gespräch ein.)|Ich muss mich zwischen euch beiden entscheiden?
RefuseSexForLover,"Das klingt wirklich nach Spaß, aber ich kann nicht.|Das ist mein erster Tag mit Amanda."
DoubleTickling,"(Ihr kitzelt euch gegenseitig, aber sie scheint|nicht so viel Freude daran zu haben.)"
StillGroundedByOther,"Du warst ein böses Mädchen. Ich helfe dir nicht.|(Du musst warten, du hast noch Zimmerarrest.)"
StillGroundedGagged,Uh nugnmam mmgnm am!|(Sie sieht dich an und kichert.)
