Tag,Content
ReadyForOrgasm,"(Sie bebt heftig und stöhnt laut, sie steht|kurz vor einem enormen Orgasmus.)"
MasturbateNotInTheMood,"(Du fängst an, sie zu befummeln, aber sie ist|offensichtlich nicht in der richtigen Stimmung.)"
ChangeAfterCollaring,"Ich bestimme ab jetzt über dein Sexleben.|(Sie zieht sich um.) Steh auf, kleine Sklavin."
SpankWithStrength,(Mit voller Kraft gibst du ihr einen heftigen|Schlag auf den Hintern und sie wimmert.)
ReleaseBeforeTalk,Kannst du mich vorher befreien?
UnlockBeltBeforeSex,Kannst du mir vorher den Gürtel abnehmen?
CantDateWhileRestrained,"Wenn das ein ernsthaftes Gespräch werden soll,|solltest du mich vielleicht vorher befreien."
CantDateWhileNaked,"Wenn wir ein ernsthaftes Gespräch führen wollen,|sollten wir vielleicht beide angezogen sein."
StripForSecondRope,"(Du könntest dieses zweite Seil benutzen,|wenn sie weniger anhätte.)"
DoubleTickling,(Ihr kitzelt euch gegenseitig und es|scheint ihr eine Menge Spaß zu machen.)
AlreadyLoved,"Nein. Aber eines Tages finde ich meine wahre Liebe,|so wie du. Sie muss hier irgendwo in der Nähe sein."
AlreadyLovedBySarah,"(Sie schaut dich bedrohlich an.) Ich weiß, dass du mit|Sarah zusammen bist. Reden wir nicht darüber."
AlreadyDatingSarah,"Weißt du nicht mehr? Ich liebe Sarah. Das beste,|niedlichste, witzigste, blondeste Mädchen der Welt."
AlreadyBrokeUp,Darüber will ich mit dir nicht sprechen.|Ich hebe mir meine Liebe für jemand anderes auf.
LoseCuffsGame,"Ihr kichert und kämpft beide mit den Handschellen,|aber sie schafft es, deine Hände gefangenzunehmen."
SubEnjoyBondage,"Ja, Herrin. Ich weiß nicht warum, aber es macht|mich heiß, von Euch gefesselt zu werden."
NoRestrainInCostume,"(Sie muss ihr Kostüm ausziehen,|um das benutzen zu können.)"
AcceptGoToBedWithSarah,Wir können jetzt gleich dein Bett benutzen?|(Sie schauen sich an und kichern.)
RefuseSexForLover,"Tut mir leid, das kann ich mit dir nicht tun.|Ich werde von nun an Sarah treu bleiben."
StillGroundedGagged,(Sie sieht dich an und schweigt.)
