Tag,Content
HumiliatedBroken,"Ich halte das nicht mehr aus, bitte lass mich frei.|Ich verspreche, dir keinen Ärger mehr zu machen."
HumiliatedBrokenGagged,(Erica wimmert jämmerlich und|zerrt verzweifelt an ihren Fesseln.)
NotBrokenGagged,(Erica murmelt wütend in ihren Knebel.)
HumiliatedBlindfold,(Sie akzeptiert schweigend die Augenbinde.)
HumiliatedBallGag,"(Sie macht den Mund für den Ball weit auf und senkt|den Kopf, als du die Gurte darum festschnallst.)"
HumiliatedClothGag,"(Sie macht den Mund für die Füllung weit auf und|senkt den Kopf, als du das Tuch darum bindest.)"
HumiliatedTapeGag,(Sie macht den Mund zu|und akzeptiert das Klebeband.)
HumiliatedCollar,"(Bereits gehörig erniedrigt bricht Erica zusammen|und wimmert, als du ihr das Halsband anlegst.)"
EricaMasturbateOrgasm,(Sie verliert die Beherrschung|und kommt bei deiner Berührung.)
HumiliationCrop,"(Sie jammert bitterlich, als du|ihr entblößtes Gesäß auspeitschst.)"
SlaveEgg,"Hör bitte auf, so quälst du mich nur. Erica hat mir|vor dem Keuschheitsgürtel ein Spezial-Ei gegeben."
SlaveMmmph,Mmmmph (Sie verdreht die Augen.)
SlavePleaseGag,"Warte, lass mich lieber geknebelt, bitte tu's einfach. (Du|knebelst sie schulterzuckend. Mit wem spielst du jetzt?)"
Collar,"(Du legst ihr das Halsband mit einer Kette um den Hals.|Solange ihre Hände gefesselt sind, sitzt sie fest.)"
Crop,"(Sie knurrt und schnaubt, um den Schmerz zu unter-|drücken, als du ihr entblößtes Gesäß auspeitschst.)"
Rope,"(Du machst dich daran, Erica zu entkleiden und sie mit|Unmengen an Seilen bewegungsunfähig zu machen.)"
Cuffs,"(Du legst ihr Handschellen an, aber sie ist noch immer|ganz wild und könnte sie eventuell aufbrechen.)"
BallGag,"(Sie knirscht mit den Zähnen und es kostet|viel Mühe, sie schließlich zu knebeln.)"
TapeGag,"(Sie schüttelt energisch den Kopf, aber schließlich|bekommst du ihn zu fassen und knebelst sie.)"
ClothGag,"(Sie knirscht mit den Zähnen und es kostet|viel Mühe, sie schließlich zu knebeln.)"
VibratingEgg,"(Sie ist wehrlos und kann nicht verhindern,|dass du das vibrierende Ei in sie einführst.)"
InsufficientRestraint,"(Erica wehrt sich. Sie ist noch nicht ausreichend|gefesselt, um ihr das aufzwingen zu können.)"
Blindfold,(Du verbindest ihre Augen.|Sie versucht weiterhin finster dreinzublicken.)
