ItemMouth2DildoGagDildo,Dildo
ItemMouth2HarnessBallGag1Ball,Ball
ItemMouth2HarnessBallGag1Strap,Strap
ItemMouth2BallGagBall,Ball
ItemMouth2BallGagStrap,Strap
ItemMouth2BallGagMaskStrap,Strap
ItemMouth2BallGagMaskBall,Ball
ItemMouth2MedicalMaskInner,Inner
ItemMouth2MedicalMaskOuter,Outer
ItemMouth2PrisonLockdownGagMask,Mask
ItemMouth2PrisonLockdownGagStraps,Straps
ItemMouth2CarrotGagCarrot,Carrot
ItemMouth2CarrotGagStraps,Straps
ItemMouth2PumpkinGagPumpkin,Pumpkin
ItemMouth2PumpkinGagStraps,Straps
ItemMouth2PumpkinGagRings,Rings
ItemMouth2BitGagBit,Bit
ItemMouth2BitGagStraps,Straps
ItemMouth2BoneGagBone,Bone
ItemMouth2BoneGagStraps,Straps
ItemMouth2XLBoneGagBone,Bone
ItemMouth2XLBoneGagStraps,Straps
ItemMouth2DusterGagDuster,Duster
ItemMouth2DusterGagPanel,Panel
ItemMouth3WiffleGagStrap,Strap
ItemMouth3WiffleGagBall,Ball
ItemMouth3HarnessBallGagBall,Ball
ItemMouth3HarnessBallGagHarness,Harness
ItemMouth3CupholderGagGag,Gag
ItemMouth3CupholderGagHolder,Holder
ItemMouth3CupholderGagCup,Cup
ItemMouth3DildoGagStrap,Strap
ItemMouth3DildoGagDildo,Dildo
ItemMouth3HarnessBallGag1Ball,Ball
ItemMouth3HarnessBallGag1Strap,Strap
ItemMouth3BallGagBall,Ball
ItemMouth3BallGagStrap,Strap
ItemMouth3BallGagMaskStrap,Strap
ItemMouth3BallGagMaskBall,Ball
ItemMouth3MedicalMaskInner,Inner
ItemMouth3MedicalMaskOuter,Outer
ItemMouth3PrisonLockdownGagMask,Mask
ItemMouth3PrisonLockdownGagStraps,Straps
ItemMouth3CarrotGagCarrot,Carrot
ItemMouth3CarrotGagStraps,Straps
ItemMouth3PumpkinGagPumpkin,Pumpkin
ItemMouth3PumpkinGagStraps,Straps
ItemMouth3PumpkinGagRings,Rings
ItemMouth3BitGagBit,Bit
ItemMouth3BitGagStraps,Straps
ItemMouth3BoneGagBone,Bone
ItemMouth3BoneGagStraps,Straps
ItemMouth3XLBoneGagBone,Bone
ItemMouth3XLBoneGagStraps,Straps
ItemMouth3DusterGagDuster,Duster
ItemMouth3DusterGagPanel,Panel
